k,m
1448100,-0.92
1448200,-0.98
1448300,-1.0
1448400,-1.0
1448500,-0.96
1448600,-0.96
1448700,-1.0
1448800,-0.96
1448900,-0.98
1449000,-0.94
1449100,-0.94
1449200,-0.98
1449300,-1.0
1449400,-0.84
1449500,-0.96
1449600,-0.98
1449700,-0.98
1449800,-1.0
1449900,-0.96
1450000,-1.0
1450100,-1.0
1450200,-0.92
1450300,-0.9
1450400,-0.98
1450500,-1.0
1450600,-0.98
1450700,-0.96
1450800,-1.0
1450900,-0.98
1451000,-1.0
1451100,-1.0
1451200,-1.0
1451300,-0.98
1451400,-0.92
1451500,-0.98
1451600,-1.0
1451700,-0.98
1451800,-0.98
1451900,-1.0
1452000,-0.96
1452100,-1.0
1452200,-0.96
1452300,-0.94
1452400,-1.0
1452500,-1.0
1452600,-0.96
1452700,-0.98
1452800,-1.0
1452900,-0.96
1453000,-0.94
1453100,-0.86
1453200,-1.0
1453300,-0.96
1453400,-0.98
1453500,-0.98
1453600,-0.96
1453700,-0.98
1453800,-1.0
1453900,-1.0
1454000,-1.0
1454100,-0.78
1454200,-0.92
1454300,-1.0
1454400,-0.98
1454500,-0.9
1454600,-1.0
1454700,-1.0
1454800,-0.96
1454900,-0.98
1455000,-1.0
1455100,-0.94
1455200,-1.0
1455300,-0.98
1455400,-0.94
1455500,-0.96
1455600,-1.0
1455700,-0.98
1455800,-0.96
1455900,-0.96
1456000,-1.0
1456100,-1.0
1456200,-1.0
1456300,-0.96
1456400,-0.96
1456500,-1.0
1456600,-0.94
1456700,-0.9
1456800,-1.0
1456900,-0.9
1457000,-0.98
1457100,-0.96
1457200,-0.98
1457300,-1.0
1457400,-1.0
1457500,-0.94
1457600,-1.0
1457700,-0.94
1457800,-1.0
1457900,-1.0
1458000,-0.98
1458100,-0.94
1458200,-0.96
1458300,-0.98
1458400,-0.96
1458500,-1.0
1458600,-1.0
1458700,-0.96
1458800,-0.98
1458900,-0.8
1459000,-0.96
1459100,-1.0
1459200,-0.9
1459300,-0.94
1459400,-1.0
1459500,-1.0
1459600,-1.0
1459700,-0.96
1459800,-0.98
1459900,-1.0
1460000,-0.94
1460100,-1.0
1460200,-1.0
1460300,-0.96
1460400,-0.98
1460500,-0.94
1460600,-0.98
1460700,-0.98
1460800,-0.96
1460900,-0.94
1461000,-1.0
1461100,-1.0
1461200,-1.0
1461300,-1.0
1461400,-1.0
1461500,-0.96
1461600,-1.0
1461700,-1.0
1461800,-0.96
1461900,-1.0
1462000,-1.0
1462100,-0.98
1462200,-1.0
1462300,-0.98
1462400,-0.98
1462500,-0.92
1462600,-0.96
1462700,-0.92
1462800,-0.96
1462900,-1.0
1463000,-0.98
1463100,-0.98
1463200,-1.0
1463300,-0.98
1463400,-1.0
1463500,-0.92
1463600,-1.0
1463700,-0.98
1463800,-0.96
1463900,-0.96
1464000,-0.96
1464100,-0.94
1464200,-0.94
1464300,-1.0
1464400,-1.0
1464500,-0.92
1464600,-0.96
1464700,-0.96
1464800,-0.98
1464900,-0.98
1465000,-0.98
1465100,-0.94
1465200,-0.96
1465300,-0.96
1465400,-1.0
1465500,-1.0
1465600,-1.0
1465700,-0.96
1465800,-0.94
1465900,-1.0
1466000,-1.0
1466100,-1.0
1466200,-0.96
1466300,-1.0
1466400,-0.98
1466500,-0.92
1466600,-0.98
1466700,-0.98
1466800,-1.0
1466900,-0.98
1467000,-0.98
1467100,-1.0
1467200,-1.0
1467300,-0.96
1467400,-0.92
1467500,-0.98
1467600,-1.0
1467700,-0.98
1467800,-0.98
1467900,-1.0
1468000,-0.84
1468100,-1.0
1468200,-1.0
1468300,-0.96
1468400,-1.0
1468500,-0.96
1468600,-0.98
1468700,-0.94
1468800,-0.94
1468900,-0.86
1469000,-0.96
1469100,-0.94
1469200,-1.0
1469300,-0.98
1469400,-0.94
1469500,-0.98
1469600,-0.96
1469700,-0.94
1469800,-1.0
1469900,-0.96
1470000,-1.0
1470100,-0.98
1470200,-0.9
1470300,-0.98
1470400,-0.92
1470500,-0.86
1470600,-1.0
1470700,-0.96
1470800,-1.0
1470900,-1.0
1471000,-1.0
1471100,-0.96
1471200,-0.96
1471300,-1.0
1471400,-0.98
1471500,-0.96
1471600,-1.0
1471700,-0.98
1471800,-0.96
1471900,-0.88
1472000,-0.98
1472100,-0.98
1472200,-1.0
1472300,-0.96
1472400,-0.96
1472500,-0.98
1472600,-0.94
1472700,-0.96
1472800,-0.98
1472900,-1.0
1473000,-0.96
1473100,-0.92
1473200,-1.0
1473300,-1.0
1473400,-0.98
1473500,-0.96
1473600,-1.0
1473700,-1.0
1473800,-0.96
1473900,-0.98
1474000,-1.0
1474100,-0.96
1474200,-0.98
1474300,-1.0
1474400,-0.92
1474500,-0.96
1474600,-0.98
1474700,-0.96
1474800,-1.0
1474900,-1.0
1475000,-0.98
1475100,-1.0
1475200,-0.98
1475300,-1.0
1475400,-1.0
1475500,-0.98
1475600,-0.96
1475700,-0.98
1475800,-1.0
1475900,-0.98
1476000,-0.96
1476100,-0.98
1476200,-1.0
1476300,-0.98
1476400,-0.98
1476500,-0.96
1476600,-0.96
1476700,-0.98
1476800,-0.98
1476900,-0.98
1477000,-0.96
1477100,-0.98
1477200,-0.98
1477300,-0.96
1477400,-0.92
1477500,-0.92
1477600,-0.98
1477700,-0.98
1477800,-1.0
1477900,-0.86
1478000,-0.88
1478100,-0.98
1478200,-1.0
1478300,-0.98
1478400,-1.0
1478500,-0.96
1478600,-0.94
1478700,-0.94
1478800,-1.0
1478900,-0.98
1479000,-0.94
1479100,-1.0
1479200,-0.9
1479300,-1.0
1479400,-0.96
1479500,-0.92
1479600,-0.82
1479700,-1.0
1479800,-0.94
1479900,-1.0
1480000,-0.94
1480100,-0.96
1480200,-1.0
1480300,-1.0
1480400,-0.98
1480500,-0.92
1480600,-0.98
1480700,-0.96
1480800,-0.92
1480900,-0.94
1481000,-1.0
1481100,-1.0
1481200,-0.96
1481300,-1.0
1481400,-1.0
1481500,-0.92
1481600,-0.98
1481700,-0.98
1481800,-1.0
1481900,-0.98
1482000,-0.96
1482100,-0.96
1482200,-0.98
1482300,-0.98
1482400,-1.0
1482500,-0.88
1482600,-1.0
1482700,-1.0
1482800,-1.0
1482900,-1.0
1483000,-0.96
1483100,-0.98
1483200,-1.0
1483300,-1.0
1483400,-1.0
1483500,-0.98
1483600,-0.94
1483700,-0.98
1483800,-0.88
1483900,-1.0
1484000,-0.98
1484100,-1.0
1484200,-1.0
1484300,-0.98
1484400,-1.0
1484500,-1.0
1484600,-0.96
1484700,-0.96
1484800,-1.0
1484900,-0.96
1485000,-0.98
1485100,-1.0
1485200,-1.0
1485300,-0.96
1485400,-1.0
1485500,-0.94
1485600,-0.98
1485700,-0.98
1485800,-1.0
1485900,-0.98
1486000,-0.96
1486100,-0.96
1486200,-0.9
1486300,-0.88
1486400,-0.98
1486500,-1.0
1486600,-0.98
1486700,-1.0
1486800,-0.96
1486900,-1.0
1487000,-0.98
1487100,-0.98
1487200,-1.0
1487300,-1.0
1487400,-0.96
1487500,-0.94
1487600,-0.96
1487700,-0.98
1487800,-1.0
1487900,-0.92
1488000,-0.96
1488100,-0.96
1488200,-1.0
1488300,-0.96
1488400,-0.98
1488500,-0.88
1488600,-0.98
1488700,-0.98
1488800,-0.98
1488900,-0.98
1489000,-1.0
1489100,-0.9
1489200,-0.98
1489300,-1.0
1489400,-0.98
1489500,-1.0
1489600,-1.0
1489700,-1.0
1489800,-0.9
1489900,-1.0
1490000,-0.98
1490100,-1.0
1490200,-0.94
1490300,-1.0
1490400,-0.94
1490500,-1.0
1490600,-1.0
1490700,-1.0
1490800,-1.0
1490900,-1.0
1491000,-0.94
1491100,-0.96
1491200,-1.0
1491300,-1.0
1491400,-1.0
1491500,-1.0
1491600,-1.0
1491700,-0.98
1491800,-0.96
1491900,-1.0
1492000,-1.0
1492100,-1.0
1492200,-1.0
1492300,-0.96
1492400,-0.96
1492500,-0.96
1492600,-1.0
1492700,-0.94
1492800,-1.0
1492900,-1.0
1493000,-0.98
1493100,-0.98
1493200,-0.98
1493300,-1.0
1493400,-0.98
1493500,-1.0
1493600,-0.94
1493700,-0.96
1493800,-1.0
1493900,-0.92
1494000,-0.92
1494100,-0.98
1494200,-0.94
1494300,-0.96
1494400,-0.96
1494500,-1.0
1494600,-0.96
1494700,-1.0
1494800,-1.0
1494900,-0.94
1495000,-0.98
1495100,-0.98
1495200,-0.98
1495300,-0.96
1495400,-1.0
1495500,-0.98
1495600,-0.96
1495700,-0.98
1495800,-0.96
1495900,-1.0
1496000,-0.98
1496100,-1.0
1496200,-0.98
1496300,-0.98
1496400,-0.96
1496500,-0.94
1496600,-0.94
1496700,-0.94
1496800,-1.0
1496900,-1.0
1497000,-0.98
1497100,-0.9
1497200,-1.0
1497300,-0.94
1497400,-0.98
1497500,-0.98
1497600,-0.96
1497700,-1.0
1497800,-0.92
1497900,-0.94
1498000,-0.96
1498100,-0.96
1498200,-0.86
1498300,-0.98
1498400,-0.96
1498500,-1.0
1498600,-0.96
1498700,-1.0
1498800,-0.98
1498900,-0.96
1499000,-0.96
1499100,-0.92
1499200,-0.94
1499300,-1.0
1499400,-1.0
1499500,-0.98
1499600,-0.96
1499700,-0.9
1499800,-0.96
1499900,-1.0
1500000,-0.94
1500100,-1.0
1500200,-0.98
1500300,-1.0
1500400,-0.98
1500500,-0.96
1500600,-1.0
1500700,-0.96
1500800,-1.0
1500900,-0.96
1501000,-1.0
1501100,-1.0
1501200,-0.9
1501300,-0.92
1501400,-0.96
1501500,-0.98
1501600,-0.96
1501700,-1.0
1501800,-0.98
1501900,-0.96
1502000,-0.94
1502100,-0.9
1502200,-0.98
1502300,-0.96
1502400,-0.98
1502500,-0.94
1502600,-1.0
1502700,-0.96
1502800,-1.0
1502900,-0.8
1503000,-0.98
1503100,-0.88
1503200,-0.62
1503300,-1.0
1503400,-0.98
1503500,-0.92
1503600,-0.88
1503700,-1.0
1503800,-0.98
1503900,-1.0
1504000,-0.96
1504100,-1.0
1504200,-0.96
1504300,-0.98
1504400,-0.86
1504500,-0.94
1504600,-0.98
1504700,-0.96
1504800,-0.88
1504900,-1.0
1505000,-0.98
1505100,-0.94
1505200,-1.0
1505300,-0.98
1505400,-0.98
1505500,-1.0
1505600,-0.96
1505700,-0.98
1505800,-0.98
1505900,-0.98
1506000,-0.96
1506100,-0.96
1506200,-1.0
1506300,-1.0
1506400,-0.98
1506500,-0.92
1506600,-1.0
1506700,-0.98
1506800,-0.98
1506900,-0.98
1507000,-0.96
1507100,-1.0
1507200,-1.0
1507300,-0.98
1507400,-0.86
1507500,-0.98
1507600,-0.94
1507700,-0.98
1507800,-0.96
1507900,-0.96
1508000,-1.0
1508100,-1.0
1508200,-0.98
1508300,-1.0
1508400,-0.98
1508500,-0.92
1508600,-0.92
1508700,-1.0
1508800,-1.0
1508900,-0.86
1509000,-1.0
1509100,-1.0
1509200,-1.0
1509300,-0.94
1509400,-1.0
1509500,-0.92
1509600,-1.0
1509700,-1.0
1509800,-1.0
1509900,-0.98
1510000,-0.98
1510100,-1.0
1510200,-1.0
1510300,-1.0
1510400,-0.98
1510500,-1.0
1510600,-0.94
1510700,-0.9
1510800,-0.94
1510900,-0.98
1511000,-1.0
1511100,-1.0
1511200,-1.0
1511300,-0.96
1511400,-0.92
1511500,-0.98
1511600,-0.98
1511700,-0.96
1511800,-0.98
1511900,-1.0
1512000,-1.0
1512100,-1.0
1512200,-0.98
1512300,-0.98
1512400,-0.96
1512500,-0.98
1512600,-1.0
1512700,-0.98
1512800,-0.98
1512900,-1.0
1513000,-0.98
1513100,-0.86
1513200,-0.94
1513300,-1.0
1513400,-0.96
1513500,-1.0
1513600,-1.0
1513700,-0.96
1513800,-0.98
1513900,-0.94
1514000,-1.0
1514100,-0.96
1514200,-1.0
1514300,-0.98
1514400,-0.96
1514500,-0.96
1514600,-0.98
1514700,-0.96
1514800,-1.0
1514900,-0.88
1515000,-0.96
1515100,-0.98
1515200,-1.0
1515300,-0.98
1515400,-0.98
1515500,-1.0
1515600,-0.98
1515700,-1.0
1515800,-1.0
1515900,-1.0
1516000,-0.94
1516100,-0.92
1516200,-0.92
1516300,-1.0
1516400,-0.98
1516500,-0.98
1516600,-1.0
1516700,-0.98
1516800,-1.0
1516900,-1.0
1517000,-1.0
1517100,-0.86
1517200,-0.96
1517300,-1.0
1517400,-0.96
1517500,-0.98
1517600,-1.0
1517700,-0.96
1517800,-0.86
1517900,-1.0
1518000,-0.96
1518100,-0.8
1518200,-0.98
1518300,-0.88
1518400,-0.96
1518500,-0.92
1518600,-1.0
1518700,-0.98
1518800,-0.98
1518900,-1.0
1519000,-0.98
1519100,-1.0
1519200,-0.98
1519300,-0.96
1519400,-0.96
1519500,-1.0
1519600,-0.98
1519700,-1.0
1519800,-1.0
1519900,-0.98
1520000,-0.98
1520100,-0.96
1520200,-0.9
1520300,-0.96
1520400,-0.98
1520500,-1.0
1520600,-1.0
1520700,-1.0
1520800,-0.98
1520900,-0.96
1521000,-1.0
1521100,-0.92
1521200,-1.0
1521300,-0.9
1521400,-1.0
1521500,-0.98
1521600,-0.96
1521700,-1.0
1521800,-0.98
1521900,-0.92
1522000,-0.96
1522100,-1.0
1522200,-0.86
1522300,-0.98
1522400,-0.98
1522500,-1.0
1522600,-0.96
1522700,-1.0
1522800,-1.0
1522900,-0.96
1523000,-1.0
1523100,-0.98
1523200,-0.96
1523300,-0.98
1523400,-1.0
1523500,-0.98
1523600,-0.98
1523700,-1.0
1523800,-1.0
1523900,-0.96
1524000,-1.0
1524100,-0.98
1524200,-0.96
1524300,-1.0
1524400,-0.98
1524500,-0.98
1524600,-0.68
1524700,-1.0
1524800,-1.0
1524900,-1.0
1525000,-0.98
1525100,-0.9
1525200,-0.98
1525300,-1.0
1525400,-0.92
1525500,-0.96
1525600,-0.96
1525700,-1.0
1525800,-0.98
1525900,-0.98
1526000,-0.98
1526100,-1.0
1526200,-0.96
1526300,-1.0
1526400,-1.0
1526500,-0.96
1526600,-0.98
1526700,-0.9
1526800,-0.96
1526900,-0.96
1527000,-0.94
1527100,-0.94
1527200,-0.96
1527300,-0.98
1527400,-1.0
1527500,-0.96
1527600,-0.98
1527700,-1.0
1527800,-1.0
1527900,-0.98
1528000,-1.0
1528100,-0.94
1528200,-0.98
1528300,-0.98
1528400,-1.0
1528500,-1.0
1528600,-0.98
1528700,-0.9
1528800,-0.98
1528900,-1.0
1529000,-0.94
1529100,-0.9
1529200,-0.9
1529300,-0.98
1529400,-1.0
1529500,-0.98
1529600,-1.0
1529700,-0.92
1529800,-0.98
1529900,-0.92
1530000,-1.0
1530100,-0.98
1530200,-1.0
1530300,-1.0
1530400,-0.96
1530500,-0.96
1530600,-0.98
1530700,-0.98
1530800,-0.98
1530900,-0.98
1531000,-0.98
1531100,-0.96
1531200,-0.94
1531300,-0.92
1531400,-0.98
1531500,-0.98
1531600,-0.98
1531700,-0.94
1531800,-1.0
1531900,-1.0
1532000,-1.0
1532100,-0.98
1532200,-0.98
1532300,-0.94
1532400,-0.96
1532500,-1.0
1532600,-1.0
1532700,-1.0
1532800,-0.94
1532900,-0.96
1533000,-0.98
1533100,-0.98
1533200,-0.96
1533300,-1.0
1533400,-0.96
1533500,-0.96
1533600,-0.98
1533700,-1.0
1533800,-0.98
1533900,-0.94
1534000,-0.98
1534100,-1.0
1534200,-0.94
1534300,-0.98
1534400,-0.96
1534500,-0.98
1534600,-0.92
1534700,-0.98
1534800,-0.94
1534900,-0.96
1535000,-1.0
1535100,-0.92
1535200,-1.0
1535300,-0.96
1535400,-0.98
1535500,-0.98
1535600,-1.0
1535700,-1.0
1535800,-0.98
1535900,-0.94
1536000,-0.94
1536100,-0.96
1536200,-1.0
1536300,-1.0
1536400,-0.88
1536500,-0.96
1536600,-1.0
1536700,-0.96
1536800,-0.94
1536900,-0.96
1537000,-0.96
1537100,-1.0
1537200,-0.72
1537300,-1.0
1537400,-0.96
1537500,-0.96
1537600,-0.94
1537700,-0.98
1537800,-1.0
1537900,-1.0
1538000,-0.96
1538100,-0.98
1538200,-1.0
1538300,-0.9
1538400,-0.94
1538500,-0.96
1538600,-1.0
1538700,-0.98
1538800,-0.96
1538900,-1.0
1539000,-0.82
1539100,-0.94
1539200,-0.98
1539300,-0.98
1539400,-0.98
1539500,-0.98
1539600,-0.98
1539700,-1.0
1539800,-0.62
1539900,-0.94
1540000,-1.0
1540100,-1.0
1540200,-0.94
1540300,-1.0
1540400,-0.98
1540500,-1.0
1540600,-0.96
1540700,-1.0
1540800,-0.96
1540900,-1.0
1541000,-0.92
1541100,-1.0
1541200,-0.98
1541300,-0.96
1541400,-0.98
1541500,-0.96
1541600,-1.0
1541700,-0.96
1541800,-0.98
1541900,-0.98
1542000,-0.98
1542100,-1.0
1542200,-0.92
1542300,-0.98
1542400,-0.94
1542500,-1.0
1542600,-0.96
1542700,-1.0
1542800,-0.98
1542900,-0.96
1543000,-0.94
1543100,-0.92
1543200,-0.96
1543300,-0.98
1543400,-0.98
1543500,-0.94
1543600,-1.0
1543700,-0.98
1543800,-1.0
1543900,-0.98
1544000,-0.98
1544100,-0.92
1544200,-0.98
1544300,-0.96
1544400,-1.0
1544500,-1.0
1544600,-1.0
1544700,-1.0
1544800,-0.92
1544900,-0.98
1545000,-0.94
1545100,-0.96
1545200,-1.0
1545300,-0.94
1545400,-1.0
1545500,-0.98
1545600,-1.0
1545700,-0.96
1545800,-0.96
1545900,-0.98
1546000,-0.98
1546100,-0.94
1546200,-1.0
1546300,-0.92
1546400,-1.0
1546500,-1.0
1546600,-0.98
1546700,-0.92
1546800,-0.98
1546900,-0.98
1547000,-0.96
1547100,-0.94
1547200,-0.98
1547300,-1.0
1547400,-0.96
1547500,-0.96
1547600,-0.96
1547700,-0.98
1547800,-0.94
1547900,-0.96
1548000,-0.98
1548100,-0.96
1548200,-1.0
1548300,-0.96
1548400,-0.9
1548500,-1.0
1548600,-1.0
1548700,-0.98
1548800,-0.98
1548900,-1.0
1549000,-0.94
1549100,-0.88
1549200,-0.98
1549300,-1.0
1549400,-0.96
1549500,-0.96
1549600,-0.98
1549700,-0.92
1549800,-0.9
1549900,-0.98
1550000,-0.98
1550100,-0.96
1550200,-0.98
1550300,-0.92
1550400,-1.0
1550500,-1.0
1550600,-0.98
1550700,-0.98
1550800,-0.96
1550900,-1.0
1551000,-0.92
1551100,-0.96
1551200,-0.98
1551300,-1.0
1551400,-0.9
1551500,-0.98
1551600,-0.96
1551700,-0.96
1551800,-0.96
1551900,-0.98
1552000,-0.96
1552100,-1.0
1552200,-0.94
1552300,-0.96
1552400,-0.98
1552500,-1.0
1552600,-1.0
1552700,-1.0
1552800,-0.96
1552900,-0.98
1553000,-1.0
1553100,-0.96
1553200,-0.98
1553300,-0.98
1553400,-0.96
1553500,-1.0
1553600,-0.92
1553700,-0.98
1553800,-1.0
1553900,-1.0
1554000,-1.0
1554100,-0.96
1554200,-0.96
1554300,-0.96
1554400,-0.98
1554500,-1.0
1554600,-0.98
1554700,-0.98
1554800,-0.96
1554900,-1.0
1555000,-1.0
1555100,-0.9
1555200,-0.94
1555300,-0.96
1555400,-1.0
1555500,-0.98
1555600,-0.98
1555700,-0.98
1555800,-1.0
1555900,-0.92
1556000,-1.0
1556100,-0.98
1556200,-0.92
1556300,-0.98
1556400,-0.98
1556500,-0.96
1556600,-1.0
1556700,-0.94
1556800,-1.0
1556900,-1.0
1557000,-1.0
1557100,-1.0
1557200,-0.98
1557300,-1.0
1557400,-0.96
1557500,-0.86
1557600,-0.98
1557700,-0.96
1557800,-0.96
1557900,-0.94
1558000,-0.94
1558100,-0.92
1558200,-0.98
1558300,-0.98
1558400,-1.0
1558500,-1.0
1558600,-0.98
1558700,-0.96
1558800,-0.98
1558900,-0.94
1559000,-0.98
1559100,-0.98
1559200,-1.0
1559300,-0.96
1559400,-0.96
1559500,-1.0
1559600,-0.98
1559700,-1.0
1559800,-1.0
1559900,-0.9
1560000,-1.0
1560100,-1.0
1560200,-0.88
1560300,-0.96
1560400,-0.98
1560500,-0.98
1560600,-1.0
1560700,-0.92
1560800,-1.0
1560900,-0.98
1561000,-1.0
1561100,-0.96
1561200,-0.98
1561300,-0.96
1561400,-1.0
1561500,-1.0
1561600,-1.0
1561700,-0.96
1561800,-0.98
1561900,-0.92
1562000,-0.98
1562100,-0.96
1562200,-0.9
1562300,-0.98
1562400,-1.0
1562500,-1.0
1562600,-0.94
1562700,-1.0
1562800,-1.0
1562900,-0.98
1563000,-1.0
1563100,-1.0
1563200,-0.96
1563300,-0.98
1563400,-0.86
1563500,-0.94
1563600,-1.0
1563700,-0.96
1563800,-0.98
1563900,-0.92
1564000,-0.98
1564100,-1.0
1564200,-0.98
1564300,-0.96
1564400,-0.98
1564500,-1.0
1564600,-1.0
1564700,-1.0
1564800,-0.96
1564900,-0.98
1565000,-1.0
1565100,-0.96
1565200,-0.96
1565300,-0.98
1565400,-0.94
1565500,-1.0
1565600,-0.96
1565700,-0.98
1565800,-0.88
1565900,-0.96
1566000,-0.98
1566100,-0.9
1566200,-0.86
1566300,-0.96
1566400,-0.98
1566500,-1.0
1566600,-0.98
1566700,-0.94
1566800,-0.94
1566900,-0.98
1567000,-1.0
1567100,-0.96
1567200,-0.98
1567300,-0.98
1567400,-0.98
1567500,-0.96
1567600,-0.92
1567700,-0.98
1567800,-0.98
1567900,-0.96
1568000,-1.0
1568100,-0.96
1568200,-0.98
1568300,-0.92
1568400,-0.94
1568500,-1.0
1568600,-0.98
1568700,-0.9
1568800,-1.0
1568900,-1.0
1569000,-0.92
1569100,-0.94
1569200,-0.98
1569300,-0.86
1569400,-0.96
1569500,-0.98
1569600,-1.0
1569700,-0.92
1569800,-1.0
1569900,-0.96
1570000,-1.0
1570100,-0.96
1570200,-0.96
1570300,-0.98
1570400,-0.96
1570500,-0.96
1570600,-0.96
1570700,-1.0
1570800,-0.98
1570900,-0.92
1571000,-0.92
1571100,-1.0
1571200,-0.98
1571300,-1.0
1571400,-0.98
1571500,-1.0
1571600,-0.98
1571700,-0.96
1571800,-0.92
1571900,-1.0
1572000,-1.0
1572100,-1.0
1572200,-0.98
1572300,-0.94
1572400,-0.96
1572500,-1.0
1572600,-0.98
1572700,-0.98
1572800,-0.96
1572900,-0.98
1573000,-1.0
1573100,-0.96
1573200,-0.98
1573300,-0.98
1573400,-0.98
1573500,-1.0
1573600,-0.98
1573700,-0.98
1573800,-1.0
1573900,-0.96
1574000,-1.0
1574100,-0.9
1574200,-0.94
1574300,-1.0
1574400,-0.98
1574500,-0.98
1574600,-1.0
1574700,-0.92
1574800,-1.0
1574900,-1.0
1575000,-0.96
1575100,-0.96
1575200,-0.96
1575300,-1.0
1575400,-0.94
1575500,-0.98
1575600,-0.96
1575700,-1.0
1575800,-1.0
1575900,-0.96
1576000,-1.0
1576100,-0.98
1576200,-1.0
1576300,-1.0
1576400,-0.98
1576500,-0.96
1576600,-0.96
1576700,-0.96
1576800,-1.0
1576900,-1.0
1577000,-0.98
1577100,-0.96
1577200,-0.98
1577300,-1.0
1577400,-1.0
1577500,-0.92
1577600,-1.0
1577700,-0.96
1577800,-1.0
1577900,-1.0
1578000,-0.98
1578100,-0.92
1578200,-1.0
1578300,-1.0
1578400,-0.98
1578500,-1.0
1578600,-1.0
1578700,-0.98
1578800,-1.0
1578900,-1.0
1579000,-0.96
1579100,-0.96
1579200,-0.96
1579300,-1.0
1579400,-0.98
1579500,-0.96
1579600,-1.0
1579700,-1.0
1579800,-0.96
1579900,-0.9
1580000,-0.84
1580100,-0.98
1580200,-1.0
1580300,-1.0
1580400,-0.96
1580500,-1.0
1580600,-0.98
1580700,-0.96
1580800,-1.0
1580900,-1.0
1581000,-0.92
1581100,-0.96
1581200,-0.98
1581300,-1.0
1581400,-1.0
1581500,-1.0
1581600,-0.88
1581700,-1.0
1581800,-0.98
1581900,-0.92
1582000,-1.0
1582100,-0.96
1582200,-0.94
1582300,-0.94
1582400,-0.98
1582500,-0.94
1582600,-0.92
1582700,-0.92
1582800,-1.0
1582900,-0.98
1583000,-0.98
1583100,-0.98
1583200,-0.94
1583300,-1.0
1583400,-0.92
1583500,-1.0
1583600,-1.0
1583700,-1.0
1583800,-1.0
1583900,-0.96
1584000,-0.86
1584100,-1.0
1584200,-0.94
1584300,-0.98
1584400,-0.98
1584500,-0.86
1584600,-0.88
1584700,-0.76
1584800,-1.0
1584900,-0.8
1585000,-0.98
1585100,-0.98
1585200,-0.94
1585300,-0.94
1585400,-0.98
1585500,-0.98
1585600,-0.96
1585700,-0.98
1585800,-1.0
1585900,-1.0
1586000,-1.0
1586100,-1.0
1586200,-0.9
1586300,-0.96
1586400,-0.98
1586500,-0.88
1586600,-1.0
1586700,-1.0
1586800,-0.94
1586900,-0.96
1587000,-0.94
1587100,-0.98
1587200,-0.98
1587300,-1.0
1587400,-0.98
1587500,-1.0
1587600,-0.98
1587700,-1.0
1587800,-0.94
1587900,-1.0
1588000,-0.98
1588100,-0.94
1588200,-0.98
1588300,-0.94
1588400,-0.92
1588500,-0.96
1588600,-0.94
1588700,-0.98
1588800,-1.0
1588900,-1.0
1589000,-1.0
1589100,-1.0
1589200,-1.0
1589300,-1.0
1589400,-0.94
1589500,-1.0
1589600,-1.0
1589700,-1.0
1589800,-0.96
1589900,-0.98
1590000,-1.0
1590100,-0.98
1590200,-0.96
1590300,-1.0
1590400,-0.96
1590500,-0.9
1590600,-1.0
1590700,-0.96
1590800,-0.98
1590900,-0.82
1591000,-1.0
1591100,-0.98
1591200,-0.98
1591300,-0.98
1591400,-0.94
1591500,-0.98
1591600,-0.98
1591700,-0.96
1591800,-0.98
1591900,-0.94
1592000,-1.0
1592100,-0.98
1592200,-0.94
1592300,-0.98
1592400,-0.96
1592500,-0.98
1592600,-0.96
1592700,-1.0
1592800,-1.0
1592900,-1.0
1593000,-0.98
1593100,-0.94
1593200,-1.0
1593300,-0.98
1593400,-0.96
1593500,-0.92
1593600,-0.98
1593700,-1.0
1593800,-0.98
1593900,-0.84
1594000,-1.0
1594100,-0.98
1594200,-1.0
1594300,-0.98
1594400,-0.96
1594500,-0.98
1594600,-0.9
1594700,-0.98
1594800,-0.96
1594900,-0.94
1595000,-1.0
1595100,-0.96
1595200,-0.98
1595300,-0.98
1595400,-0.98
1595500,-1.0
1595600,-0.96
1595700,-0.98
1595800,-0.96
1595900,-0.96
1596000,-0.98
1596100,-0.96
1596200,-0.94
1596300,-0.94
1596400,-0.98
1596500,-0.96
1596600,-1.0
1596700,-1.0
1596800,-1.0
1596900,-0.92
1597000,-1.0
1597100,-0.98
1597200,-0.98
1597300,-1.0
1597400,-0.96
1597500,-0.96
1597600,-0.98
1597700,-1.0
1597800,-1.0
1597900,-0.98
1598000,-0.96
1598100,-1.0
1598200,-1.0
1598300,-1.0
1598400,-0.98
1598500,-0.96
1598600,-1.0
1598700,-0.94
1598800,-0.94
1598900,-0.98
1599000,-1.0
1599100,-0.98
1599200,-0.98
1599300,-0.86
1599400,-0.98
1599500,-1.0
1599600,-1.0
1599700,-0.82
1599800,-0.96
1599900,-0.96
1600000,-1.0
1600100,-1.0
1600200,-1.0
1600300,-0.98
1600400,-0.98
1600500,-1.0
1600600,-0.98
1600700,-0.98
1600800,-1.0
1600900,-0.88
1601000,-1.0
1601100,-1.0
1601200,-0.94
1601300,-0.98
1601400,-0.98
1601500,-0.98
1601600,-0.98
1601700,-1.0
1601800,-0.94
1601900,-1.0
1602000,-0.98
1602100,-1.0
1602200,-0.96
1602300,-0.92
1602400,-0.94
1602500,-0.96
1602600,-1.0
1602700,-1.0
1602800,-0.9
1602900,-0.98
1603000,-0.98
1603100,-0.98
1603200,-0.96
1603300,-0.98
1603400,-0.94
1603500,-0.88
